iter	Logloss
191	0.273308709
192	0.2724846595
193	0.271273635
194	0.2707620216
195	0.2701539555
196	0.2693219515
197	0.2686236538
198	0.2675570873
199	0.2661704281
200	0.2656375013
201	0.2644930729
202	0.2637358907
203	0.2628292418
204	0.2619105589
205	0.2611546471
206	0.2605548105
207	0.2596977093
208	0.2588909236
209	0.2580972893
210	0.25702464
211	0.2560632801
212	0.2553291631
213	0.2544443486
214	0.2540202319
215	0.2534079909
216	0.2523901631
217	0.251648132
218	0.251179293
219	0.2501507622
220	0.2493884033
221	0.2486614924
222	0.2480820789
223	0.2472674432
224	0.2465528288
225	0.245659729
226	0.2449974348
227	0.2442956482
228	0.2435564788
229	0.2430091721
230	0.2421452026
231	0.2414535178
232	0.2403864589
233	0.2394621747
234	0.2390942335
235	0.2384172679
236	0.2375190488
237	0.2367139602
238	0.2362204282
239	0.2355742243
240	0.2349886507
241	0.2342047757
242	0.2335704753
243	0.2330417713
244	0.2324405211
245	0.2318392296
246	0.2311582981
247	0.2306209397
248	0.2297994293
249	0.2291824625
250	0.2283422838
251	0.2279903299
252	0.2272056897
253	0.2264845741
254	0.2257087994
255	0.2248947789
256	0.2243874048
257	0.2240615231
258	0.223172483
259	0.2226631242
260	0.2218024894
261	0.2210103867
262	0.2203239168
263	0.2197282915
264	0.2191407831
265	0.2183304673
266	0.2178350511
267	0.2173218807
268	0.2164303259
269	0.2158482291
270	0.2154961935
271	0.2148168916
272	0.2143380228
273	0.21356008
274	0.2133386833
275	0.2128292643
276	0.2120769284
277	0.2117145978
278	0.2112788329
279	0.2107637698
280	0.2101516232
281	0.2093412814
282	0.2086564083
283	0.2084915298
284	0.2076741729
285	0.2070490437
286	0.2066955574
287	0.2057916254
288	0.2051160267
289	0.2045554218
290	0.2040090099
291	0.2035657912
292	0.2027738594
293	0.2019884043
294	0.2011122583
295	0.2005496929
296	0.200215794
297	0.1993019798
298	0.1985478413
299	0.1980003941
300	0.19755933
301	0.1971659063
302	0.1963401151
303	0.1958018288
304	0.1953082494
305	0.1949851457
306	0.1947670869
307	0.1943825256
308	0.1941254434
309	0.1938610708
310	0.1934622476
311	0.1930519712
312	0.1924231397
313	0.1921345777
314	0.1918152291
315	0.1915186262
316	0.1908097208
317	0.1903886322
318	0.1901414931
319	0.1894894708
320	0.1891696687
321	0.1888904262
322	0.1883767439
323	0.1878956045
324	0.1877200327
325	0.1872633632
326	0.1869140402
327	0.1863872517
328	0.185791245
329	0.1852594575
330	0.1848621064
331	0.1844768766
332	0.1836688218
333	0.1833108368
334	0.1828152406
335	0.1822117674
336	0.1817148002
337	0.1813692121
338	0.1808791499
339	0.1807192472
340	0.180430877
341	0.1798927542
342	0.1794932416
343	0.1791867417
344	0.1786236386
345	0.1782987863
346	0.1779027517
347	0.1773575932
348	0.1764216768
349	0.1761941154
350	0.175945045
351	0.1752556669
352	0.1748152158
353	0.1744600699
354	0.1740550844
355	0.1737049992
356	0.1731060272
357	0.1724838657
358	0.1720070218
359	0.1715552466
360	0.1710633512
361	0.1708028436
362	0.1702142931
363	0.1698682792
364	0.1696882736
365	0.1692451199
366	0.1688876578
367	0.16815653
368	0.1678555137
369	0.1675855618
370	0.1669702532
371	0.166512287
372	0.1661430008
373	0.1655232947
374	0.1651768469
375	0.1647325608
376	0.1644979501
377	0.1641252542
378	0.1639636594
379	0.1636513189
380	0.1633104691
381	0.1629567848
382	0.1625584246
383	0.1622881002
384	0.1621519969
385	0.1617404351
386	0.1613445029
387	0.1610423221
388	0.1606699666
389	0.1603646813
390	0.1599616295
391	0.1592234574
392	0.1588005611
393	0.1582726792
394	0.1579583662
395	0.1574849173
396	0.1571937733
397	0.1567710059
398	0.1563253586
399	0.1560064265
400	0.1557337509
401	0.155510609
402	0.1553067398
403	0.154575669
404	0.1542894316
405	0.1539603503
406	0.1536318236
407	0.1533849986
408	0.1531435942
409	0.1530280116
410	0.1525316572
411	0.1522331292
412	0.1517978826
413	0.1515455828
414	0.1511707007
415	0.1507257696
416	0.1504580301
417	0.1502435532
418	0.1499380138
419	0.1496490272
420	0.1493478677
421	0.1489362936
422	0.1486215869
423	0.1483549338
424	0.1481564954
425	0.1476957745
426	0.1473959183
427	0.1470209065
428	0.1465901728
429	0.1463274273
430	0.1459077247
431	0.145567652
432	0.1450689244
433	0.1449421709
434	0.144595246
435	0.1442971442
436	0.1441478129
437	0.1438654832
438	0.1435946939
439	0.143041406
440	0.1424853107
441	0.1423049512
442	0.142046635
443	0.1417191987
444	0.1415716374
445	0.1412908291
446	0.1409834638
447	0.1407715547
448	0.1406390076
449	0.1404968516
450	0.1400859127
451	0.1396379718
452	0.1392427649
453	0.1389808044
454	0.1388269907
455	0.1383353315
456	0.1380470849
457	0.1378675626
458	0.1376890052
459	0.1374901892
460	0.13738474
461	0.1370251671
462	0.1365599102
463	0.1360760031
464	0.1356555021
465	0.1354894016
466	0.1352602538
467	0.1350333505
468	0.134793771
469	0.1345050087
470	0.1343445842
471	0.1341501179
472	0.1339669505
473	0.1336774568
474	0.1334518813
475	0.1332478416
476	0.1331238727
477	0.1328448001
478	0.1324880515
479	0.1323489365
480	0.1320625461
481	0.1318379884
482	0.1314683129
483	0.1313029
484	0.1309970929
485	0.1307594855
486	0.1303551763
487	0.1300090762
488	0.1297118729
489	0.1294405969
490	0.1291481564
491	0.1288726115
492	0.1286859772
493	0.1283449603
494	0.1280602834
495	0.1278278329
496	0.127289058
497	0.1268930363
498	0.1266805468
499	0.1263591637
500	0.1260793923
501	0.1256469683
502	0.1253214606
503	0.125053647
504	0.1247523262
505	0.1245104381
506	0.1243936411
507	0.124127376
508	0.1239786185
509	0.1238182014
510	0.1236354866
511	0.1233897879
512	0.1231608782
513	0.1230086852
514	0.122803131
515	0.1226460029
516	0.1223095036
517	0.1220607267
518	0.1218119402
519	0.121314918
520	0.1210493135
521	0.1209298498
522	0.1207877565
523	0.1204112767
524	0.1200088996
525	0.1198250871
526	0.1194217994
527	0.1191947596
528	0.119053859
529	0.1189579703
530	0.1186884936
531	0.1184144825
532	0.1181237039
533	0.1179143013
534	0.1177289852
535	0.1174423
536	0.1172386722
537	0.1170616891
538	0.1169519935
539	0.1168097624
540	0.1166014779
541	0.1163073801
542	0.1159275061
543	0.1157583108
544	0.1154694544
545	0.1153041315
546	0.1149468637
547	0.1147798928
548	0.1144744473
549	0.1143299523
550	0.1140248918
551	0.1138776405
552	0.11352753
553	0.1134109791
554	0.1132067536
555	0.1129640597
556	0.1126229783
557	0.1121584974
558	0.1119125554
559	0.1117119832
560	0.111633717
561	0.1113130214
562	0.1110709032
563	0.1108720315
564	0.1106473872
565	0.1103967707
566	0.1101559743
567	0.1099114549
568	0.1096837268
569	0.1095310269
570	0.1090240074
571	0.10893292
572	0.108782637
573	0.1084589076
574	0.1082659896
575	0.1079592682
576	0.1077828156
577	0.1076373278
578	0.1075192131
579	0.1073158215
580	0.1070517231
581	0.1067675891
582	0.1065380339
583	0.1064239733
584	0.1062920319
585	0.1060822139
586	0.1059853243
587	0.1058521752
588	0.1056789571
589	0.1055900345
590	0.1053754685
591	0.1052902222
592	0.1050481538
593	0.1049514803
594	0.1048043373
595	0.1042803585
596	0.1042468429
597	0.1041337949
598	0.1039527421
599	0.1037437212
600	0.1036048899
601	0.1033925882
602	0.1031889893
603	0.1030125272
604	0.1028462861
605	0.1026941498
606	0.1025696358
607	0.1024527993
608	0.1023697543
609	0.1022587607
610	0.1020596311
611	0.1019596873
612	0.1017305167
613	0.1015411158
614	0.1013326202
615	0.1011953077
616	0.1011349646
617	0.1009908245
618	0.1006501984
619	0.1005419267
620	0.1003320105
621	0.1001604395
622	0.1000406879
623	0.09985489892
624	0.09971738834
625	0.09957857766
626	0.09938374333
627	0.09914122469
628	0.09898523508
629	0.09885414022
630	0.09870465984
631	0.09859787544
632	0.09848153153
633	0.09824621699
634	0.09813309068
635	0.09772935732
636	0.0975275977
637	0.09735037344
638	0.09718529549
639	0.09696698733
640	0.09678348065
641	0.09664460814
642	0.09644002391
643	0.09614291341
644	0.0959916873
645	0.09592637487
646	0.09578669451
647	0.09562769579
648	0.09552730318
649	0.09525726706
650	0.09506601737
651	0.09489690633
652	0.09476288335
653	0.0944531537
654	0.09426155654
655	0.09402440736
656	0.09390993855
657	0.09377053701
658	0.09355140459
659	0.09347393021
660	0.09330121428
661	0.09322305933
662	0.09311908457
663	0.09301393041
664	0.0927284951
665	0.09239442443
666	0.09222678778
667	0.09207082601
668	0.09190401043
669	0.09172996648
670	0.09152636595
671	0.09139532265
672	0.091338212
673	0.09119691304
674	0.09105799503
675	0.09094278554
676	0.09074378958
677	0.09059685525
678	0.09035786797
679	0.09020153255
680	0.08996707496
681	0.08976228818
682	0.08950271593
683	0.08934535796
684	0.08923085173
685	0.08912314554
686	0.08894870645
687	0.0886041196
688	0.08820742344
689	0.08813990828
690	0.08794461346
691	0.08777803615
692	0.08763440369
693	0.08744151326
694	0.08725131129
695	0.08689518031
696	0.08677793729
697	0.08657183924
698	0.08639780115
699	0.0863525759
700	0.08628358409
701	0.08620784214
702	0.08610083739
703	0.08592701256
704	0.08578234983
705	0.08552342459
706	0.085315469
707	0.08514257576
708	0.08505118924
709	0.08481809859
710	0.08462813884
711	0.08450568325
712	0.08441638947
713	0.08432480727
714	0.08420479176
715	0.08408476873
716	0.08396357716
717	0.08381288779
718	0.08367462023
719	0.08349876491
720	0.08331500148
721	0.08310380022
722	0.08296105528
723	0.08280215149
724	0.08274737584
725	0.08254954052
726	0.08234145359
727	0.08221256693
728	0.08208730599
729	0.08198080544
730	0.08180987642
731	0.0816579741
732	0.08151822618
733	0.0813388278
734	0.08119006168
735	0.08093997853
736	0.08071402822
737	0.08057028534
738	0.08044310692
739	0.08036352617
740	0.08020121944
741	0.08011049704
742	0.08003479279
743	0.07986036051
744	0.07963348651
745	0.07949622028
746	0.07933410941
747	0.07918293306
748	0.0789853502
749	0.07886771094
750	0.07869435341
751	0.07848190439
752	0.07839119132
753	0.07822417512
754	0.0780015651
755	0.07787639193
756	0.07749838973
757	0.07733038506
758	0.07722971067
759	0.07708549577
760	0.07696795689
761	0.07679669437
762	0.07675284572
763	0.07670958256
764	0.0766205374
765	0.07655475
766	0.07644815878
767	0.07634604876
768	0.07621792808
769	0.07602406129
770	0.07580764887
771	0.07568166799
772	0.07548303736
773	0.07532699235
774	0.07522745873
775	0.07516239551
776	0.07495821758
777	0.07490055051
778	0.07479030404
779	0.07473343551
780	0.07458579227
781	0.07450641321
782	0.07441724835
783	0.07430051716
784	0.07416846642
785	0.07391129979
786	0.07364884787
787	0.07358380597
788	0.07336437893
789	0.07326399045
790	0.07312071742
791	0.0729188949
792	0.07282480416
793	0.07275383608
794	0.07268463267
795	0.07253337633
796	0.07237285194
797	0.07224203813
798	0.07212908749
799	0.07197814101
800	0.07186662037
801	0.07183394241
802	0.0716886174
803	0.07155706987
804	0.07153866763
805	0.07144235789
806	0.07126844286
807	0.07116227145
808	0.07097096737
809	0.07088264207
810	0.07082861588
811	0.07071899369
812	0.07063031049
813	0.07046351646
814	0.07036243212
815	0.07027594342
816	0.07014924074
817	0.07010591337
818	0.07001713399
819	0.06987739295
820	0.06969405141
821	0.06963704199
822	0.06947487563
823	0.06945070694
824	0.06933231232
825	0.06914223419
826	0.06899373394
827	0.06885260352
828	0.06878271715
829	0.06864905535
830	0.06849321823
831	0.06835801526
832	0.0681715695
833	0.06797645462
834	0.06790002553
835	0.06764165338
836	0.06753913458
837	0.06736095193
838	0.06728638181
839	0.06724378518
840	0.06714204059
841	0.06711022588
842	0.06700267701
843	0.06676561356
844	0.06666949834
845	0.06662350169
846	0.06651478006
847	0.06631448061
848	0.06618491362
849	0.06597879555
850	0.06577899352
851	0.06563648657
852	0.06554268909
853	0.06538283346
854	0.06530340427
855	0.06512505065
856	0.06499601241
857	0.06483719974
858	0.0647599178
859	0.06460216885
860	0.06449007628
861	0.06441299012
862	0.06422599699
863	0.06400642677
864	0.06390239312
865	0.06372626143
866	0.0636508459
867	0.06353841103
868	0.06341735748
869	0.06327455634
870	0.06315003966
871	0.06294223567
872	0.06287771605
873	0.06280268352
874	0.06269774919
875	0.0626445796
876	0.06258925365
877	0.06250211446
878	0.06231245699
879	0.06212448235
880	0.06196023075
881	0.06178703961
882	0.06168253272
883	0.0615815364
884	0.06149657031
885	0.06135766708
886	0.06117762159
887	0.06099947755
888	0.06090211655
889	0.06071910028
890	0.06056104762
891	0.06045791144
892	0.06034298801
893	0.06017364522
894	0.06013475475
895	0.0600167958
896	0.05999299003
897	0.05983059049
898	0.05975076329
899	0.05961166422
900	0.0595169989
901	0.05936574757
902	0.05931606724
903	0.0591289795
904	0.05904173435
905	0.05892867193
906	0.05877214879
907	0.05873438162
908	0.05856748234
909	0.05852438052
910	0.05846797665
911	0.05834866107
912	0.05822412852
913	0.05801531656
914	0.057872281
915	0.05775031968
916	0.05773574103
917	0.05765249206
918	0.05758368366
919	0.05751009334
920	0.05723989059
921	0.05711540225
922	0.05701077067
923	0.05698498998
924	0.0568379407
925	0.05673342086
926	0.0566334102
927	0.05657790738
928	0.05637286797
929	0.05627211433
930	0.05608386238
931	0.05595564663
932	0.05582427341
933	0.05581593744
934	0.0557538972
935	0.055612813
936	0.05549464402
937	0.05542232746
938	0.05534304054
939	0.0552619256
940	0.05519750121
941	0.05514997198
942	0.05508763624
943	0.05488824567
944	0.05479817128
945	0.05466837499
946	0.05445751843
947	0.05426920083
948	0.05420792768
949	0.05419348886
950	0.05405446114
951	0.0538961261
952	0.05373532613
953	0.05362985466
954	0.05358745555
955	0.05345799774
956	0.053263816
957	0.05313911239
958	0.05311637524
959	0.05299367839
960	0.05285831079
961	0.05273279188
962	0.05261488548
963	0.0525139303
964	0.05240546848
965	0.05227595697
966	0.0522162483
967	0.0521666527
968	0.05207418581
969	0.05201455506
970	0.05187935616
971	0.05182562179
972	0.05176422988
973	0.05175558805
974	0.05161219931
975	0.05156706829
976	0.05135204734
977	0.05121247826
978	0.05108969584
979	0.05099941489
980	0.05093097488
981	0.05087459967
982	0.05079208501
983	0.05067582354
984	0.05063577549
985	0.05053720376
986	0.05033339999
987	0.05024917636
988	0.05015949532
989	0.0500688669
990	0.04994664008
991	0.04993843777
992	0.04985245136
993	0.04975293933
994	0.04957293855
995	0.04948053791
996	0.04941428372
997	0.04934253248
998	0.04923144982
999	0.04911727214
